episode_id,step,scenario,country,time_zone,local_hour,daypart,attempts,local_time_sin,local_time_cos,baseline_approval_rate,approval_drop,approval_slope,p95_latency_ms,latency_slope,provider_error_rate,provider_timeout_rate,provider_failure_slope,rejected_rate,issuer_decline_rate,auth_3ds_failure_rate,fraud_screening_failure_rate,data_quality_failure_rate,provider_config_failure_rate,hard_decline_share,retry_attempt_rate,already_degraded,will_degrade_within_15m
0,12,PRE_PROVIDER_REJECTION_SURGE,MX,America/Mexico_City,23,EVENING,132,-0.173648,0.984808,0.919804,0.0,-0.019625,712.424,58.1406,0.015152,0.007576,0.011364,0.0,0.022727,0.007576,0.007576,0.015152,0.0,0.222222,0.092116,0,1
0,13,PRE_PROVIDER_REJECTION_SURGE,MX,America/Mexico_City,23,EVENING,128,-0.152123,0.988362,0.919804,0.116612,-0.091067,580.111,-21.446,0.023438,0.007812,0.015625,0.117188,0.039062,0.0,0.007812,0.015625,0.0,0.653846,0.186566,0,1
1,0,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,6,MORNING,49,0.984808,-0.173648,0.84944,0.079356,0.0,487.393,0.0,0.0,0.0,0.0,0.020408,0.122449,0.0,0.020408,0.020408,0.0,0.222222,0.085694,0,0
1,1,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,6,MORNING,15,0.980785,-0.19509,0.84944,0.024882,0.0,500.036,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,0.5,0.074588,0,0
1,2,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,6,MORNING,96,0.976296,-0.21644,0.84944,0.017521,0.030918,489.295,0.9513,0.020833,0.020833,0.020833,0.0,0.041667,0.0,0.010417,0.010417,0.0,0.125,0.141966,0,0
1,3,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,6,MORNING,15,0.971342,-0.237686,0.84944,0.0,0.065686,494.661,-2.6874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09764,0,0
1,4,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,72,0.965926,-0.258819,0.84944,0.001024,0.008249,446.134,-21.5808,0.0,0.0,-0.020833,0.0,0.041667,0.0,0.013889,0.041667,0.0,0.428571,0.080124,0,0
1,5,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,27,0.96005,-0.279829,0.84944,0.070251,-0.08837,506.925,6.1323,0.037037,0.037037,0.037037,0.0,0.037037,0.037037,0.0,0.037037,0.0,0.25,0.103876,0,0
1,6,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,17,0.953717,-0.300706,0.84944,0.033417,-0.016197,462.097,7.9816,0.0,0.0,0.0,0.0,0.117647,0.0,0.0,0.0,0.0,0.0,0.083205,0,0
1,7,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,45,0.94693,-0.321439,0.84944,0.0,0.06099,495.631,-5.647,0.0,0.0,-0.037037,0.0,0.022222,0.022222,0.0,0.0,0.0,0.0,0.074454,0,0
1,8,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,79,0.939693,-0.34202,0.84944,0.0,0.03263,577.462,57.6828,0.025316,0.012658,0.018987,0.025316,0.0,0.0,0.0,0.012658,0.0,0.6,0.077254,0,0
1,9,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,117,0.932008,-0.362438,0.84944,0.0,-0.022202,522.353,13.3608,0.025641,0.008547,0.017094,0.0,0.042735,0.0,0.0,0.008547,0.0,0.111111,0.049876,0,1
1,10,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,41,0.92388,-0.382683,0.84944,0.038356,-0.035099,529.784,-23.8391,0.0,0.0,-0.018987,0.0,0.073171,0.02439,0.02439,0.0,0.0,0.0,0.056833,0,1
1,11,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,15,0.915311,-0.402747,0.84944,0.0,0.029839,567.228,22.4377,0.0,0.0,-0.017094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21926,0,1
1,12,MERCHANT_DATA_QUALITY_DEGRADATION,ES,Europe/Madrid,7,MORNING,69,0.906308,-0.422618,0.84944,0.07003,-0.015837,514.303,-7.7406,0.0,0.0,0.0,0.0,0.043478,0.0,0.014493,0.086957,0.0,0.6,0.215007,0,0
2,0,NORMAL,MX,America/Mexico_City,3,NIGHT,29,0.806445,0.59131,0.821844,0.0,0.0,581.374,0.0,0.0,0.0,0.0,0.0,0.034483,0.0,0.0,0.034483,0.0,0.5,0.089127,0,0
2,1,NORMAL,MX,America/Mexico_City,3,NIGHT,91,0.819152,0.573576,0.821844,0.0,0.0,582.536,0.0,0.0,0.0,0.0,0.010989,0.010989,0.0,0.0,0.010989,0.0,0.666667,0.08241,0,0
2,2,NORMAL,MX,America/Mexico_City,3,NIGHT,53,0.83147,0.55557,0.821844,0.0,-0.002157,568.575,-6.3995,0.037736,0.0,0.018868,0.0,0.037736,0.0,0.0,0.0,0.0,0.0,0.073307,0,0
2,3,NORMAL,MX,America/Mexico_City,3,NIGHT,86,0.843391,0.5373,0.821844,0.0,-0.010744,654.178,35.8212,0.011628,0.011628,0.011628,0.0,0.034884,0.0,0.0,0.023256,0.0,0.333333,0.075878,0,0
2,4,NORMAL,MX,America/Mexico_City,3,NIGHT,15,0.854912,0.518773,0.821844,0.0,0.006154,634.491,32.9578,0.066667,0.066667,0.047799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090545,0,0
2,5,NORMAL,MX,America/Mexico_City,4,NIGHT,51,0.866025,0.5,0.821844,0.0,-0.001091,548.938,-52.62,0.0,0.0,-0.011628,0.0,0.039216,0.0,0.0,0.019608,0.0,0.333333,0.093777,0,0
2,7,NORMAL,MX,America/Mexico_City,4,NIGHT,75,0.887011,0.461749,0.821844,0.030134,-0.029299,544.203,-2.3678,0.0,0.0,0.0,0.0,0.066667,0.0,0.013333,0.026667,0.0,0.25,0.078309,0,0
2,8,NORMAL,MX,America/Mexico_City,4,NIGHT,22,0.896873,0.442289,0.821844,0.0,0.084436,614.485,13.5153,0.0,0.0,0.0,0.0,0.045455,0.0,0.0,0.0,0.0,0.0,0.087723,0,0
2,10,NORMAL,MX,America/Mexico_City,4,NIGHT,58,0.915311,0.402747,0.821844,0.01727,-0.028381,543.84,-35.3228,0.0,0.0,0.0,0.0,0.086207,0.0,0.017241,0.0,0.0,0.0,0.040225,0,0
2,11,NORMAL,MX,America/Mexico_City,4,NIGHT,35,0.92388,0.382683,0.821844,0.034233,0.057917,638.43,17.3387,0.028571,0.0,0.014286,0.0,0.085714,0.0,0.0,0.0,0.0,0.0,0.096349,0,0
2,12,NORMAL,MX,America/Mexico_City,4,NIGHT,24,0.932008,0.362438,0.821844,0.0,0.05674,623.506,39.8334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099168,0,0
2,13,NORMAL,MX,America/Mexico_City,4,NIGHT,50,0.939693,0.34202,0.821844,0.0,0.02023,503.927,-67.2512,0.0,0.0,-0.014286,0.02,0.02,0.0,0.02,0.02,0.0,0.5,0.074962,0,0
2,14,NORMAL,MX,America/Mexico_City,4,NIGHT,36,0.94693,0.321439,0.821844,0.0,0.001516,579.092,-22.2072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075889,0,0
2,15,NORMAL,MX,America/Mexico_City,4,NIGHT,65,0.953717,0.300706,0.821844,0.0,0.026206,563.368,29.7203,0.015385,0.0,0.007692,0.0,0.015385,0.0,0.0,0.0,0.0,0.0,0.08703,0,0
2,16,NORMAL,MX,America/Mexico_City,4,NIGHT,51,0.96005,0.279829,0.821844,0.0,-0.04267,517.483,-30.8047,0.0,0.0,0.0,0.0,0.019608,0.019608,0.0,0.019608,0.0,0.333333,0.075849,0,0
2,17,NORMAL,MX,America/Mexico_City,5,NIGHT,103,0.965926,0.258819,0.821844,0.050424,-0.054531,687.508,62.0698,0.009709,0.0,-0.002838,0.009709,0.087379,0.009709,0.0,0.019417,0.0,0.214286,0.075642,0,0
3,0,RECOVERY,PE,America/Lima,18,EVENING,116,-1.0,-0.0,0.902607,0.0,0.0,573.722,0.0,0.008621,0.0,0.0,0.0,0.025862,0.0,0.008621,0.017241,0.0,0.285714,0.409042,0,0
3,1,RECOVERY,PE,America/Lima,18,EVENING,138,-0.999762,0.021815,0.902607,0.0,0.0,725.114,0.0,0.0,0.0,0.0,0.007246,0.028986,0.007246,0.0,0.014493,0.0,0.375,0.278826,0,0
3,2,RECOVERY,PE,America/Lima,18,EVENING,198,-0.999048,0.043619,0.902607,0.0,-0.00188,570.792,-1.4654,0.010101,0.0,0.00074,0.005051,0.045455,0.005051,0.005051,0.0,0.0,0.071429,0.224992,0,0
3,3,RECOVERY,PE,America/Lima,18,EVENING,154,-0.997859,0.065403,0.902607,0.026496,-0.026861,593.754,-65.6801,0.019481,0.012987,0.016234,0.0,0.064935,0.0,0.012987,0.012987,0.0,0.117647,0.162808,0,0
3,4,RECOVERY,PE,America/Lima,18,EVENING,136,-0.996195,0.087156,0.902607,0.0,-0.00359,564.351,-3.2201,0.014706,0.007353,0.005979,0.0,0.036765,0.007353,0.0,0.0,0.0,0.0,0.054906,0,0
3,5,RECOVERY,PE,America/Lima,18,EVENING,168,-0.994056,0.108867,0.902607,0.0,0.01954,620.82,13.533,0.011905,0.005952,-0.007305,0.005952,0.047619,0.011905,0.005952,0.005952,0.0,0.133333,0.096454,0,0
3,6,RECOVERY,PE,America/Lima,18,EVENING,161,-0.991445,0.130526,0.902607,0.0,-0.006402,522.131,-21.1101,0.006211,0.006211,-0.004818,0.006211,0.043478,0.012422,0.006211,0.012422,0.0,0.214286,0.067026,0,0
3,7,RECOVERY,PE,America/Lima,18,EVENING,98,-0.988362,0.152123,0.902607,0.030058,-0.021321,663.518,21.3492,0.020408,0.010204,0.006378,0.0,0.081633,0.020408,0.0,0.0,0.0,0.0,0.060526,0,0
3,8,RECOVERY,PE,America/Lima,18,EVENING,150,-0.984808,0.173648,0.902607,0.017717,-0.0116,604.96,41.4145,0.006667,0.0,-0.002878,0.0,0.1,0.0,0.0,0.006667,0.0,0.058824,0.088993,0,0
3,9,RECOVERY,PE,America/Lima,18,EVENING,130,-0.980785,0.19509,0.902607,0.0,0.035305,643.577,-9.9703,0.0,0.0,-0.015306,0.0,0.038462,0.007692,0.0,0.023077,0.0,0.333333,0.126433,0,0
3,10,RECOVERY,PE,America/Lima,18,EVENING,211,-0.976296,0.21644,0.902607,0.0,0.010252,576.982,-13.989,0.004739,0.0,-0.000964,0.0,0.061611,0.0,0.014218,0.018957,0.0,0.190476,0.072465,0,0
3,11,RECOVERY,PE,America/Lima,18,EVENING,162,-0.971342,0.237686,0.902607,0.0,-0.01357,609.483,-17.0474,0.012346,0.0,0.006173,0.0,0.055556,0.006173,0.006173,0.006173,0.0,0.071429,0.072562,0,0
3,12,RECOVERY,PE,America/Lima,19,EVENING,199,-0.965926,0.258819,0.902607,0.0,0.002155,585.204,4.111,0.005025,0.005025,0.002655,0.01005,0.035176,0.01005,0.015075,0.020101,0.0,0.315789,0.071224,0,0
3,13,RECOVERY,PE,America/Lima,19,EVENING,168,-0.96005,0.279829,0.902607,0.005001,-0.009207,531.636,-38.9231,0.0,0.0,-0.006173,0.0,0.065476,0.0,0.005952,0.029762,0.0,0.294118,0.054178,0,0
3,14,RECOVERY,PE,America/Lima,19,EVENING,102,-0.953717,0.300706,0.902607,0.02728,-0.017189,561.655,-11.7747,0.009804,0.0,-0.000123,0.009804,0.068627,0.0,0.0,0.039216,0.0,0.384615,0.077899,0,0
3,15,RECOVERY,PE,America/Lima,19,EVENING,160,-0.94693,0.321439,0.902607,0.0,0.0077,597.157,32.7601,0.0125,0.0,0.00625,0.0,0.04375,0.0,0.0,0.025,0.0,0.307692,0.091813,0,0
3,16,RECOVERY,PE,America/Lima,19,EVENING,86,-0.939693,0.34202,0.902607,0.0,0.01628,566.983,2.6643,0.0,0.0,-0.004902,0.0,0.011628,0.0,0.011628,0.046512,0.0,0.666667,0.110365,0,0
3,17,RECOVERY,PE,America/Lima,19,EVENING,168,-0.932008,0.362438,0.902607,0.0,-0.000814,564.379,-16.3886,0.017857,0.005952,0.005655,0.0,0.029762,0.011905,0.005952,0.0,0.0,0.0,0.09322,0,0
4,0,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,93,0.130526,-0.991445,0.891467,0.0,0.0,460.979,0.0,0.010753,0.0,0.0,0.0,0.043011,0.0,0.0,0.010753,0.0,0.166667,0.076939,0,0
4,1,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,130,0.108867,-0.994056,0.891467,0.0,0.0,454.407,0.0,0.0,0.0,0.0,0.0,0.030769,0.015385,0.0,0.023077,0.0,0.333333,0.06352,0,0
4,2,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,130,0.087156,-0.996195,0.891467,0.00471,-0.021837,481.522,10.2718,0.015385,0.0,0.002316,0.0,0.061538,0.0,0.007692,0.0,0.0,0.0,0.088709,0,0
4,3,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,171,0.065403,-0.997859,0.891467,0.0,-0.013891,488.224,16.9087,0.005848,0.005848,0.005848,0.005848,0.052632,0.0,0.017544,0.011696,0.0,0.1875,0.084461,0,0
4,4,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,122,0.043619,-0.999048,0.891467,0.0,0.006053,406.872,-37.3252,0.0,0.0,-0.007692,0.016393,0.057377,0.0,0.008197,0.008197,0.0,0.272727,0.088417,0,1
4,5,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,11,MORNING,101,0.021815,-0.999762,0.891467,0.031818,-0.018522,496.759,4.2673,0.0,0.0,-0.005848,0.0,0.128713,0.0,0.0,0.009901,0.0,0.071429,0.157852,0,1
4,6,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,12,AFTERNOON,146,0.0,-1.0,0.891467,0.068782,-0.038089,470.83,31.9789,0.020548,0.006849,0.013699,0.006849,0.130137,0.0,0.006849,0.006849,0.0,0.08,0.232279,0,1
4,7,ISSUER_DECLINE_SURGE,ES,Europe/Madrid,12,AFTERNOON,89,-0.021815,-0.999762,0.891467,0.066771,-0.017477,468.736,-14.0115,0.011236,0.011236,0.011236,0.0,0.123596,0.0,0.0,0.022472,0.0,0.142857,0.196329,0,0
5,0,NORMAL,BR,America/Sao_Paulo,20,EVENING,156,-0.722364,0.691513,0.896696,0.0,0.0,704.686,0.0,0.00641,0.0,0.0,0.0,0.051282,0.00641,0.0,0.00641,0.0,0.090909,0.094394,0,0
5,1,NORMAL,BR,America/Sao_Paulo,21,EVENING,98,-0.707107,0.707107,0.896696,0.0,0.0,665.116,0.0,0.020408,0.010204,0.0,0.0,0.030612,0.0,0.0,0.020408,0.0,0.285714,0.094589,0,0
5,2,NORMAL,BR,America/Sao_Paulo,21,EVENING,142,-0.691513,0.722364,0.896696,0.00478,-0.013972,651.856,-26.4152,0.0,0.0,-0.003205,0.0,0.077465,0.007042,0.0,0.007042,0.0,0.076923,0.066005,0,0
5,3,NORMAL,BR,America/Sao_Paulo,21,EVENING,129,-0.67559,0.737277,0.896696,0.0,0.011152,729.629,32.2566,0.0,0.0,-0.015306,0.0,0.03876,0.0,0.0,0.015504,0.0,0.285714,0.06153,0,0
5,4,NORMAL,BR,America/Sao_Paulo,21,EVENING,99,-0.659346,0.75184,0.896696,0.0,0.011596,635.839,-8.0083,0.0,0.0,0.0,0.010101,0.050505,0.010101,0.0,0.0,0.0,0.142857,0.097534,0,0
5,5,NORMAL,BR,America/Sao_Paulo,21,EVENING,188,-0.642788,0.766044,0.896696,0.02403,-0.03198,706.95,-11.3395,0.021277,0.005319,0.013298,0.010638,0.079787,0.0,0.0,0.015957,0.0,0.208333,0.053906,0,0
5,6,NORMAL,BR,America/Sao_Paulo,21,EVENING,85,-0.625923,0.779884,0.896696,0.016985,-0.017699,720.62,42.3905,0.0,0.0,0.0,0.0,0.070588,0.011765,0.011765,0.011765,0.0,0.111111,0.108691,0,0
5,7,NORMAL,BR,America/Sao_Paulo,21,EVENING,119,-0.608761,0.793353,0.896696,0.011035,0.006497,749.553,21.3016,0.0,0.0,-0.013298,0.0,0.07563,0.0,0.0,0.016807,0.0,0.181818,0.059479,0,0
5,8,NORMAL,BR,America/Sao_Paulo,21,EVENING,90,-0.59131,0.806445,0.896696,0.0,0.026937,732.258,5.819,0.0,0.0,0.0,0.0,0.033333,0.011111,0.0,0.011111,0.0,0.2,0.045468,0,0
5,9,NORMAL,BR,America/Sao_Paulo,21,EVENING,64,-0.573576,0.819152,0.896696,0.0,0.008155,693.798,-27.8779,0.015625,0.0,0.007812,0.0,0.0625,0.0,0.0,0.015625,0.0,0.166667,0.082376,0,0
5,10,NORMAL,BR,America/Sao_Paulo,21,EVENING,132,-0.55557,0.83147,0.896696,0.00286,-0.019875,654.192,-39.0331,0.022727,0.0,0.011364,0.007576,0.05303,0.0,0.0,0.015152,0.0,0.230769,0.0708,0,0
5,11,NORMAL,BR,America/Sao_Paulo,21,EVENING,151,-0.5373,0.843391,0.896696,0.0,-0.001029,663.687,-15.0555,0.013245,0.0,-0.00119,0.0,0.046358,0.006623,0.006623,0.006623,0.0,0.083333,0.049542,0,0
5,12,NORMAL,BR,America/Sao_Paulo,21,EVENING,117,-0.518773,0.854912,0.896696,0.0,0.021695,710.159,27.9835,0.0,0.0,-0.011364,0.0,0.059829,0.0,0.0,0.008547,0.0,0.125,0.078283,0,0
5,13,NORMAL,BR,America/Sao_Paulo,22,EVENING,47,-0.5,0.866025,0.886696,0.0,0.010938,748.526,42.4195,0.0,0.0,-0.006623,0.0,0.06383,0.0,0.0,0.0,0.0,0.0,0.086533,0,0
5,14,NORMAL,BR,America/Sao_Paulo,22,EVENING,106,-0.480989,0.876727,0.886696,0.0001,-0.025315,663.974,-23.0926,0.018868,0.009434,0.014151,0.0,0.028302,0.018868,0.009434,0.009434,0.0,0.111111,0.053878,0,0
5,15,NORMAL,BR,America/Sao_Paulo,22,EVENING,56,-0.461749,0.887011,0.886696,0.0,0.000295,736.47,-6.028,0.0,0.0,0.0,0.0,0.053571,0.0,0.0,0.0,0.0,0.0,0.045467,0,0
5,16,NORMAL,BR,America/Sao_Paulo,22,EVENING,101,-0.442289,0.896873,0.886696,0.0,0.029598,705.911,20.9686,0.009901,0.009901,-0.00425,0.0,0.029703,0.0,0.0,0.009901,0.0,0.2,0.102213,0,0
5,17,NORMAL,BR,America/Sao_Paulo,22,EVENING,96,-0.422618,0.906308,0.886696,0.0,-0.005011,621.292,-57.5888,0.010417,0.0,0.005208,0.0,0.041667,0.0,0.010417,0.0,0.0,0.0,0.085342,0,0
6,0,RECOVERY,MX,America/Mexico_City,10,MORNING,128,0.300706,-0.953717,0.899577,0.009164,0.0,441.334,0.0,0.007812,0.0,0.0,0.0,0.039062,0.0,0.007812,0.03125,0.0,0.363636,0.407423,0,0
6,1,RECOVERY,MX,America/Mexico_City,10,MORNING,92,0.279829,-0.96005,0.899577,0.0,0.0,519.738,0.0,0.0,0.0,0.0,0.01087,0.054348,0.01087,0.0,0.0,0.0,0.142857,0.365196,0,0
6,2,RECOVERY,MX,America/Mexico_City,11,MORNING,132,0.258819,-0.965926,0.899577,0.0,0.015134,512.893,35.7796,0.007576,0.007576,0.00367,0.0,0.037879,0.007576,0.0,0.022727,0.0,0.3,0.298384,0,0
6,3,RECOVERY,MX,America/Mexico_City,11,MORNING,176,0.237686,-0.971342,0.899577,0.045063,-0.027514,538.14,9.201,0.011364,0.011364,0.011364,0.011364,0.090909,0.005682,0.005682,0.022727,0.0,0.230769,0.206803,0,0
6,4,RECOVERY,MX,America/Mexico_City,11,MORNING,86,0.21644,-0.976296,0.899577,0.0,-0.007846,566.256,26.6817,0.0,0.0,-0.007576,0.011628,0.034884,0.011628,0.023256,0.0,0.0,0.142857,0.154884,0,0
6,5,RECOVERY,MX,America/Mexico_City,11,MORNING,133,0.19509,-0.980785,0.899577,0.046498,-0.000718,552.823,7.3413,0.0,0.0,-0.011364,0.0,0.075188,0.037594,0.015038,0.007519,0.0,0.055556,0.125239,0,0
6,6,RECOVERY,MX,America/Mexico_City,11,MORNING,67,0.173648,-0.984808,0.899577,0.058334,-0.031872,548.652,-8.8021,0.014925,0.0,0.007463,0.014925,0.104478,0.0,0.0,0.014925,0.0,0.2,0.097331,0,0
6,7,RECOVERY,MX,America/Mexico_City,11,MORNING,129,0.152123,-0.988362,0.899577,0.028889,0.008804,489.663,-31.5798,0.015504,0.007752,0.011628,0.0,0.085271,0.007752,0.0,0.007752,0.0,0.066667,0.061415,0,0
6,8,RECOVERY,MX,America/Mexico_City,11,MORNING,69,0.130526,-0.991445,0.899577,0.018225,0.020055,464.935,-41.8585,0.014493,0.014493,0.00703,0.014493,0.043478,0.0,0.0,0.014493,0.0,0.333333,0.090792,0,0
6,9,RECOVERY,MX,America/Mexico_City,11,MORNING,101,0.108867,-0.994056,0.899577,0.036796,-0.003953,517.986,14.1613,0.019802,0.009901,0.003224,0.0,0.069307,0.009901,0.009901,0.009901,0.0,0.083333,0.082351,0,0
6,10,RECOVERY,MX,America/Mexico_City,11,MORNING,117,0.087156,-0.996195,0.899577,0.00878,0.004722,501.352,18.2086,0.017094,0.008547,-0.001672,0.0,0.042735,0.0,0.008547,0.017094,0.0,0.2,0.052663,0,0
6,11,RECOVERY,MX,America/Mexico_City,11,MORNING,110,0.065403,-0.997859,0.899577,0.013953,0.011421,455.676,-31.1549,0.009091,0.009091,-0.005761,0.009091,0.063636,0.0,0.0,0.045455,0.0,0.428571,0.09082,0,0
6,12,RECOVERY,MX,America/Mexico_City,11,MORNING,112,0.043619,-0.999048,0.899577,0.0,0.025685,587.953,43.3001,0.0,0.0,-0.012821,0.0,0.035714,0.008929,0.0,0.008929,0.0,0.166667,0.08666,0,0
6,13,RECOVERY,MX,America/Mexico_City,11,MORNING,111,0.021815,-0.999762,0.899577,0.000803,0.006575,625.485,84.9042,0.0,0.0,-0.009091,0.0,0.072072,0.009009,0.0,0.009009,0.0,0.1,0.083554,0,0
6,14,RECOVERY,MX,America/Mexico_City,12,AFTERNOON,199,0.0,-1.0,0.899577,0.011602,-0.027096,577.177,-5.3878,0.01005,0.005025,0.007538,0.0,0.055276,0.015075,0.005025,0.01005,0.0,0.105263,0.105202,0,0
6,15,RECOVERY,MX,America/Mexico_City,12,AFTERNOON,95,-0.021815,-0.999762,0.899577,0.0,0.011194,549.402,-38.0412,0.010526,0.010526,0.010526,0.010526,0.042105,0.0,0.0,0.0,0.0,0.166667,0.072939,0,0
6,16,RECOVERY,MX,America/Mexico_City,12,AFTERNOON,106,-0.043619,-0.999048,0.899577,0.0,0.008041,521.683,-27.7469,0.009434,0.009434,0.001896,0.0,0.056604,0.009434,0.009434,0.009434,0.0,0.1,0.100891,0,0
6,17,RECOVERY,MX,America/Mexico_City,12,AFTERNOON,96,-0.065403,-0.997859,0.899577,0.0,-0.002479,621.461,36.0292,0.0,0.0,-0.010526,0.010417,0.03125,0.0,0.020833,0.0,0.0,0.166667,0.102151,0,0
7,0,SUDDEN_FAILURE,MX,America/Mexico_City,11,MORNING,122,0.152123,-0.988362,0.922729,0.0,0.0,593.487,0.0,0.008197,0.0,0.0,0.0,0.02459,0.008197,0.008197,0.0,0.0,0.0,0.088772,0,0
7,1,SUDDEN_FAILURE,MX,America/Mexico_City,11,MORNING,89,0.130526,-0.991445,0.922729,0.0,0.0,497.141,0.0,0.022472,0.011236,0.0,0.011236,0.044944,0.0,0.0,0.0,0.0,0.142857,0.079243,0,0
7,2,SUDDEN_FAILURE,MX,America/Mexico_City,11,MORNING,88,0.108867,-0.994056,0.922729,0.039599,-0.042426,475.455,-59.0161,0.0,0.0,-0.004098,0.022727,0.090909,0.0,0.011364,0.0,0.0,0.181818,0.087508,0,0
